sku_id,tier,shop,trust,title,variant,price_usd,in_stock,landed_eur_est_8box_bundle,market_ask_us,market_sold_us,market_sold_source,market_sold_checked_at,buy_below,watch_below,eu_ref_eur,status,restock,url,seen_at,match_score
PANINI_2023-24_SELECT_HOBBY,hobby,ballgame,watch,2023/24 Panini Select Basketball Hobby Box,,675.0,0,711.01,,,,,300.0,350.0,,,0,https://theballgame.com/products/2023-24-panini-select-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_SELECT_HOBBY,hobby,worldchampion,watch,2023-24 Panini Select Basketball Hobby Box,,675.0,0,711.01,,,,,300.0,350.0,,,0,https://www.worldchampionsportscards.org/products/2023-24-panini-select-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_SELECT_HOBBY,hobby,bleecker,watch,2023-24 Panini Select Basketball Hobby Box,,850.0,0,892.03,,,,,300.0,350.0,,,0,https://bleeckertrading.com/products/2023-24-select-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,sportscardjunction,watch,2023-24 Panini Prizm NBA Basketball Hobby Box,,950.0,0,995.47,,,,,900.0,1000.0,,,0,https://sportscardjunction.com/products/pre-order-2023-24-panini-prizm-nba-basketball-hobby-box-releases-2-21-24,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,columbia,trusted,2023-24 Panini Prizm Basketball Hobby Box,,1149.0,0,1201.31,,,,,900.0,1000.0,,,0,https://columbiasportscard.com/products/2023-24-panini-prizm-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,ballgame,watch,2023/24 Panini Prizm Basketball Hobby Box,,1175.0,0,1228.21,,,,,900.0,1000.0,,,0,https://theballgame.com/products/2023-24-panini-prizm-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,awesome,trusted,2023-24 Panini Prizm Basketball Hobby Box,,1275.0,0,1331.65,,,,,900.0,1000.0,,,0,https://theawesomecardshop.com/products/2023-24-panini-prizm-basketball-hobby-box-2,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,worldchampion,watch,2023-24 Panini Prizm Basketball Hobby Box,,1400.0,0,1460.95,,,,,900.0,1000.0,,,0,https://www.worldchampionsportscards.org/products/2023-24-panini-prizm-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_PRIZM_HOBBY,hobby,bleecker,watch,2023-24 Panini Prizm Basketball Hobby Box,,1500.0,0,1564.39,,,,,900.0,1000.0,,,0,https://bleeckertrading.com/products/2023-24-prizm-basketball-sealed-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,rbicru7,trusted,"2023-24 Panini Contenders Basketball Hobby, Pack",,150.0,1,167.95,439.95,,,,350.0,400.0,,GO,0,https://rbicru7.com/products/2023-24-panini-contenders-basketball-hobby-pack-releases-6-19,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,collectorstore,trusted,2023-24 Panini Contenders Basketball Hobby Box,,439.95,1,467.87,439.95,,,,350.0,400.0,,,0,https://collectorstore.com/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,rbicru7,trusted,"2023-24 Panini Contenders Basketball Hobby, Box",,550.0,1,581.71,439.95,,,,350.0,400.0,,,0,https://rbicru7.com/products/2023-24-panini-contenders-basketball-hobby-box-releases-6-19,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,columbia,trusted,2023-24 Panini Contenders Basketball Hobby Box,,324.99,0,348.96,439.95,,,,350.0,400.0,,,0,https://columbiasportscard.com/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,sportscardjunction,watch,2023-24 Panini Contenders Basketball Hobby Box,,340.0,0,364.48,439.95,,,,350.0,400.0,,,0,https://sportscardjunction.com/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,awesome,trusted,2023-24 Panini Contenders Basketball Hobby Box,,399.75,0,426.29,439.95,,,,350.0,400.0,,,0,https://theawesomecardshop.com/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,worldchampion,watch,2023-24 Panini Contenders Basketball Hobby Box,,425.0,0,452.41,439.95,,,,350.0,400.0,,,0,https://www.worldchampionsportscards.org/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,monmouth,watch,2023-24 Panini Contenders Basketball Hobby Box,,449.99,0,478.26,439.95,,,,350.0,400.0,,,0,https://monmouthcards.com/products/2023-24-panini-contenders-basketball-hobby-box,2026-08-17T18:50:49+00:00,1.0
PANINI_2023-24_CONTENDERS_HOBBY,hobby,bleecker,watch,2023-24 Panini Contenders Basketball Hobby Box,,500.0,0,529.99,439.95,,,,350.0,400.0,,,0,https://bleeckertrading.com/products/2023-24-panini-contenders-basketball-sealed-hobby-box,2026-08-17T18:50:49+00:00,1.0
